# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-12-15 15:02:42 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04116000 GRAND RIVER AT IONIA, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04116000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	04116000	1958-10-16	464	A
USGS	04116000	1958-10-17	480	A
USGS	04116000	1958-10-18	568	A
USGS	04116000	1958-10-19	437	A
USGS	04116000	1958-10-20	503	A
USGS	04116000	1958-10-21	484	A
USGS	04116000	1958-10-22	472	A
USGS	04116000	1958-10-23	585	A
USGS	04116000	1958-10-24	565	A
USGS	04116000	1958-10-25	486	A
USGS	04116000	1958-10-26	579	A
USGS	04116000	1958-10-27	623	A
USGS	04116000	1958-10-28	570	A
USGS	04116000	1958-10-29	551	A
USGS	04116000	1958-10-30	620	A
USGS	04116000	1958-10-31	548	A
USGS	04116000	1958-11-01	574	A
USGS	04116000	1958-11-02	511	A
USGS	04116000	1958-11-03	490	A
USGS	04116000	1958-11-04	520	A
USGS	04116000	1958-11-05	505	A
USGS	04116000	1958-11-06	482	A
USGS	04116000	1958-11-07	542	A
USGS	04116000	1958-11-08	538	A
USGS	04116000	1958-11-09	558	A
USGS	04116000	1958-11-10	500	A
USGS	04116000	1958-11-11	558	A
USGS	04116000	1958-11-12	439	A
USGS	04116000	1958-11-13	524	A
USGS	04116000	1958-11-14	572	A
USGS	04116000	1958-11-15	664	A
USGS	04116000	1958-11-16	804	A
USGS	04116000	1958-11-17	854	A
USGS	04116000	1958-11-18	917	A
USGS	04116000	1958-11-19	881	A
USGS	04116000	1958-11-20	797	A
USGS	04116000	1958-11-21	867	A
USGS	04116000	1958-11-22	844	A
USGS	04116000	1958-11-23	702	A
USGS	04116000	1958-11-24	723	A
USGS	04116000	1958-11-25	739	A
USGS	04116000	1958-11-26	844	A
USGS	04116000	1958-11-27	821	A
USGS	04116000	1958-11-28	717	A
USGS	04116000	1958-11-29	672	A
USGS	04116000	1958-11-30	500	A
USGS	04116000	1958-12-01	550	A
USGS	04116000	1958-12-02	550	A
USGS	04116000	1958-12-03	600	A
USGS	04116000	1958-12-04	700	A
USGS	04116000	1958-12-05	600	A
USGS	04116000	1958-12-06	550	A
USGS	04116000	1958-12-07	500	A
USGS	04116000	1958-12-08	450	A
USGS	04116000	1958-12-09	450	A
USGS	04116000	1958-12-10	450	A
USGS	04116000	1958-12-11	500	A
USGS	04116000	1958-12-12	550	A
USGS	04116000	1958-12-13	550	A
USGS	04116000	1958-12-14	500	A
USGS	04116000	1958-12-15	450	A
USGS	04116000	1958-12-16	450	A
USGS	04116000	1958-12-17	500	A
USGS	04116000	1958-12-18	500	A
USGS	04116000	1958-12-19	500	A
USGS	04116000	1958-12-20	450	A
USGS	04116000	1958-12-21	450	A
USGS	04116000	1958-12-22	400	A
USGS	04116000	1958-12-23	400	A
USGS	04116000	1958-12-24	450	A
USGS	04116000	1958-12-25	450	A
USGS	04116000	1958-12-26	450	A
USGS	04116000	1958-12-27	450	A
USGS	04116000	1958-12-28	450	A
USGS	04116000	1958-12-29	450	A
USGS	04116000	1958-12-30	450	A
USGS	04116000	1958-12-31	450	A
USGS	04116000	1959-01-01	450	A
USGS	04116000	1959-01-02	500	A
USGS	04116000	1959-01-03	550	A
USGS	04116000	1959-01-04	550	A
USGS	04116000	1959-01-05	500	A
USGS	04116000	1959-01-06	500	A
USGS	04116000	1959-01-07	550	A
USGS	04116000	1959-01-08	550	A
USGS	04116000	1959-01-09	500	A
USGS	04116000	1959-01-10	500	A
USGS	04116000	1959-01-11	500	A
USGS	04116000	1959-01-12	500	A
USGS	04116000	1959-01-13	500	A
USGS	04116000	1959-01-14	500	A
USGS	04116000	1959-01-15	500	A
USGS	04116000	1959-01-16	500	A
USGS	04116000	1959-01-17	500	A
USGS	04116000	1959-01-18	500	A
USGS	04116000	1959-01-19	500	A
USGS	04116000	1959-01-20	500	A
USGS	04116000	1959-01-21	500	A
USGS	04116000	1959-01-22	450	A
USGS	04116000	1959-01-23	500	A
USGS	04116000	1959-01-24	450	A
USGS	04116000	1959-01-25	450	A
USGS	04116000	1959-01-26	450	A
USGS	04116000	1959-01-27	450	A
USGS	04116000	1959-01-28	450	A
USGS	04116000	1959-01-29	500	A
USGS	04116000	1959-01-30	550	A
USGS	04116000	1959-01-31	550	A
USGS	04116000	1959-02-01	550	A
USGS	04116000	1959-02-02	550	A
USGS	04116000	1959-02-03	550	A
USGS	04116000	1959-02-04	550	A
USGS	04116000	1959-02-05	550	A
USGS	04116000	1959-02-06	550	A
USGS	04116000	1959-02-07	550	A
USGS	04116000	1959-02-08	550	A
USGS	04116000	1959-02-09	550	A
USGS	04116000	1959-02-10	550	A
USGS	04116000	1959-02-11	550	A
USGS	04116000	1959-02-12	550	A
USGS	04116000	1959-02-13	600	A
USGS	04116000	1959-02-14	900	A
USGS	04116000	1959-02-15	1300	A
USGS	04116000	1959-02-16	1600	A
USGS	04116000	1959-02-17	2000	A
USGS	04116000	1959-02-18	2300	A
USGS	04116000	1959-02-19	2400	A
USGS	04116000	1959-02-20	2300	A
USGS	04116000	1959-02-21	2200	A
USGS	04116000	1959-02-22	2000	A
USGS	04116000	1959-02-23	2000	A
USGS	04116000	1959-02-24	2000	A
USGS	04116000	1959-02-25	2000	A
USGS	04116000	1959-02-26	2100	A
USGS	04116000	1959-02-27	2200	A
USGS	04116000	1959-02-28	2300	A
USGS	04116000	1959-03-01	2500	A
USGS	04116000	1959-03-02	2700	A
USGS	04116000	1959-03-03	3000	A
USGS	04116000	1959-03-04	4000	A
USGS	04116000	1959-03-05	5000	A
USGS	04116000	1959-03-06	5800	A
USGS	04116000	1959-03-07	6200	A
USGS	04116000	1959-03-08	6600	A
USGS	04116000	1959-03-09	7000	A
USGS	04116000	1959-03-10	6600	A
USGS	04116000	1959-03-11	6000	A
USGS	04116000	1959-03-12	5000	A
USGS	04116000	1959-03-13	4000	A
USGS	04116000	1959-03-14	3500	A
USGS	04116000	1959-03-15	4000	A
USGS	04116000	1959-03-16	6240	A
USGS	04116000	1959-03-17	6870	A
USGS	04116000	1959-03-18	7260	A
USGS	04116000	1959-03-19	7090	A
USGS	04116000	1959-03-20	8000	A
USGS	04116000	1959-03-21	9000	A
USGS	04116000	1959-03-22	10000	A
USGS	04116000	1959-03-23	9710	A
USGS	04116000	1959-03-24	9410	A
USGS	04116000	1959-03-25	9370	A
USGS	04116000	1959-03-26	9100	A
USGS	04116000	1959-03-27	8270	A
USGS	04116000	1959-03-28	7810	A
USGS	04116000	1959-03-29	7240	A
USGS	04116000	1959-03-30	6540	A
USGS	04116000	1959-03-31	6140	A
USGS	04116000	1959-04-01	5930	A
USGS	04116000	1959-04-02	6830	A
USGS	04116000	1959-04-03	8920	A
USGS	04116000	1959-04-04	11000	A
USGS	04116000	1959-04-05	10800	A
USGS	04116000	1959-04-06	9710	A
USGS	04116000	1959-04-07	8470	A
USGS	04116000	1959-04-08	7660	A
USGS	04116000	1959-04-09	6980	A
USGS	04116000	1959-04-10	6340	A
USGS	04116000	1959-04-11	5830	A
USGS	04116000	1959-04-12	5300	A
USGS	04116000	1959-04-13	4750	A
USGS	04116000	1959-04-14	4270	A
USGS	04116000	1959-04-15	3860	A
USGS	04116000	1959-04-16	3520	A
USGS	04116000	1959-04-17	3150	A
USGS	04116000	1959-04-18	2920	A
USGS	04116000	1959-04-19	2640	A
USGS	04116000	1959-04-20	2430	A
USGS	04116000	1959-04-21	2320	A
USGS	04116000	1959-04-22	2170	A
USGS	04116000	1959-04-23	1860	A
USGS	04116000	1959-04-24	1880	A
USGS	04116000	1959-04-25	1880	A
USGS	04116000	1959-04-26	1840	A
USGS	04116000	1959-04-27	1690	A
USGS	04116000	1959-04-28	2420	A
USGS	04116000	1959-04-29	3810	A
USGS	04116000	1959-04-30	4020	A
USGS	04116000	1959-05-01	3990	A
USGS	04116000	1959-05-02	3760	A
USGS	04116000	1959-05-03	3510	A
USGS	04116000	1959-05-04	3200	A
USGS	04116000	1959-05-05	2860	A
USGS	04116000	1959-05-06	2520	A
USGS	04116000	1959-05-07	2320	A
USGS	04116000	1959-05-08	2000	A
USGS	04116000	1959-05-09	1860	A
USGS	04116000	1959-05-10	1780	A
USGS	04116000	1959-05-11	1740	A
USGS	04116000	1959-05-12	1610	A
USGS	04116000	1959-05-13	1660	A
USGS	04116000	1959-05-14	1620	A
USGS	04116000	1959-05-15	1190	A
USGS	04116000	1959-05-16	1460	A
USGS	04116000	1959-05-17	1250	A
USGS	04116000	1959-05-18	1210	A
USGS	04116000	1959-05-19	1110	A
USGS	04116000	1959-05-20	1160	A
USGS	04116000	1959-05-21	1240	A
USGS	04116000	1959-05-22	1200	A
USGS	04116000	1959-05-23	1380	A
USGS	04116000	1959-05-24	1680	A
USGS	04116000	1959-05-25	1660	A
USGS	04116000	1959-05-26	1820	A
USGS	04116000	1959-05-27	1820	A
USGS	04116000	1959-05-28	1460	A
USGS	04116000	1959-05-29	1540	A
USGS	04116000	1959-05-30	1160	A
USGS	04116000	1959-05-31	1300	A
USGS	04116000	1959-06-01	1190	A
USGS	04116000	1959-06-02	1380	A
USGS	04116000	1959-06-03	1560	A
USGS	04116000	1959-06-04	1360	A
USGS	04116000	1959-06-05	1380	A
USGS	04116000	1959-06-06	970	A
USGS	04116000	1959-06-07	978	A
USGS	04116000	1959-06-08	912	A
USGS	04116000	1959-06-09	825	A
USGS	04116000	1959-06-10	780	A
USGS	04116000	1959-06-11	775	A
USGS	04116000	1959-06-12	775	A
USGS	04116000	1959-06-13	574	A
USGS	04116000	1959-06-14	604	A
USGS	04116000	1959-06-15	570	A
USGS	04116000	1959-06-16	601	A
USGS	04116000	1959-06-17	514	A
USGS	04116000	1959-06-18	466	A
USGS	04116000	1959-06-19	483	A
USGS	04116000	1959-06-20	471	A
USGS	04116000	1959-06-21	454	A
USGS	04116000	1959-06-22	433	A
USGS	04116000	1959-06-23	454	A
USGS	04116000	1959-06-24	435	A
USGS	04116000	1959-06-25	484	A
USGS	04116000	1959-06-26	446	A
USGS	04116000	1959-06-27	424	A
USGS	04116000	1959-06-28	468	A
USGS	04116000	1959-06-29	404	A
USGS	04116000	1959-06-30	420	A
USGS	04116000	1959-07-01	486	A
USGS	04116000	1959-07-02	468	A
USGS	04116000	1959-07-03	464	A
USGS	04116000	1959-07-04	464	A
USGS	04116000	1959-07-05	408	A
USGS	04116000	1959-07-06	396	A
USGS	04116000	1959-07-07	354	A
USGS	04116000	1959-07-08	322	A
USGS	04116000	1959-07-09	334	A
USGS	04116000	1959-07-10	344	A
USGS	04116000	1959-07-11	364	A
USGS	04116000	1959-07-12	398	A
USGS	04116000	1959-07-13	214	A
USGS	04116000	1959-07-14	251	A
USGS	04116000	1959-07-15	250	A
USGS	04116000	1959-07-16	269	A
USGS	04116000	1959-07-17	334	A
USGS	04116000	1959-07-18	418	A
USGS	04116000	1959-07-19	338	A
USGS	04116000	1959-07-20	320	A
USGS	04116000	1959-07-21	346	A
USGS	04116000	1959-07-22	312	A
USGS	04116000	1959-07-23	637	A
USGS	04116000	1959-07-24	576	A
USGS	04116000	1959-07-25	849	A
USGS	04116000	1959-07-26	711	A
USGS	04116000	1959-07-27	662	A
USGS	04116000	1959-07-28	468	A
USGS	04116000	1959-07-29	417	A
USGS	04116000	1959-07-30	452	A
USGS	04116000	1959-07-31	795	A
USGS	04116000	1959-08-01	968	A
USGS	04116000	1959-08-02	765	A
USGS	04116000	1959-08-03	720	A
USGS	04116000	1959-08-04	702	A
USGS	04116000	1959-08-05	468	A
USGS	04116000	1959-08-06	328	A
USGS	04116000	1959-08-07	600	A
USGS	04116000	1959-08-08	800	A
USGS	04116000	1959-08-09	775	A
USGS	04116000	1959-08-10	730	A
USGS	04116000	1959-08-11	716	A
USGS	04116000	1959-08-12	698	A
USGS	04116000	1959-08-13	468	A
USGS	04116000	1959-08-14	466	A
USGS	04116000	1959-08-15	472	A
USGS	04116000	1959-08-16	420	A
USGS	04116000	1959-08-17	798	A
USGS	04116000	1959-08-18	634	A
USGS	04116000	1959-08-19	819	A
USGS	04116000	1959-08-20	720	A
USGS	04116000	1959-08-21	624	A
USGS	04116000	1959-08-22	444	A
USGS	04116000	1959-08-23	471	A
USGS	04116000	1959-08-24	416	A
USGS	04116000	1959-08-25	452	A
USGS	04116000	1959-08-26	392	A
USGS	04116000	1959-08-27	430	A
USGS	04116000	1959-08-28	488	A
USGS	04116000	1959-08-29	502	A
USGS	04116000	1959-08-30	626	A
USGS	04116000	1959-08-31	745	A
USGS	04116000	1959-09-01	644	A
USGS	04116000	1959-09-02	592	A
USGS	04116000	1959-09-03	660	A
USGS	04116000	1959-09-04	675	A
USGS	04116000	1959-09-05	476	A
USGS	04116000	1959-09-06	684	A
USGS	04116000	1959-09-07	406	A
USGS	04116000	1959-09-08	355	A
USGS	04116000	1959-09-09	512	A
USGS	04116000	1959-09-10	518	A
USGS	04116000	1959-09-11	534	A
USGS	04116000	1959-09-12	404	A
USGS	04116000	1959-09-13	353	A
USGS	04116000	1959-09-14	376	A
USGS	04116000	1959-09-15	388	A
USGS	04116000	1959-09-16	382	A
USGS	04116000	1959-09-17	382	A
USGS	04116000	1959-09-18	370	A
USGS	04116000	1959-09-19	308	A
USGS	04116000	1959-09-20	318	A
USGS	04116000	1959-09-21	392	A
USGS	04116000	1959-09-22	404	A
USGS	04116000	1959-09-23	388	A
USGS	04116000	1959-09-24	445	A
USGS	04116000	1959-09-25	449	A
USGS	04116000	1959-09-26	484	A
USGS	04116000	1959-09-27	565	A
USGS	04116000	1959-09-28	548	A
USGS	04116000	1959-09-29	665	A
USGS	04116000	1959-09-30	572	A
USGS	04116000	1959-10-01	602	A
USGS	04116000	1959-10-02	708	A
USGS	04116000	1959-10-03	530	A
USGS	04116000	1959-10-04	650	A
USGS	04116000	1959-10-05	608	A
USGS	04116000	1959-10-06	1310	A
USGS	04116000	1959-10-07	2090	A
USGS	04116000	1959-10-08	3350	A
USGS	04116000	1959-10-09	3940	A
USGS	04116000	1959-10-10	3960	A
USGS	04116000	1959-10-11	3130	A
USGS	04116000	1959-10-12	2920	A
USGS	04116000	1959-10-13	2490	A
USGS	04116000	1959-10-14	2280	A
USGS	04116000	1959-10-15	1870	A
USGS	04116000	1959-10-16	1690	A
USGS	04116000	1959-10-17	1600	A
USGS	04116000	1959-10-18	1440	A
USGS	04116000	1959-10-19	1170	A
USGS	04116000	1959-10-20	1240	A
USGS	04116000	1959-10-21	1040	A
USGS	04116000	1959-10-22	955	A
USGS	04116000	1959-10-23	970	A
USGS	04116000	1959-10-24	1040	A
USGS	04116000	1959-10-25	1230	A
USGS	04116000	1959-10-26	1080	A
USGS	04116000	1959-10-27	992	A
USGS	04116000	1959-10-28	1210	A
USGS	04116000	1959-10-29	1160	A
USGS	04116000	1959-10-30	1120	A
USGS	04116000	1959-10-31	1060	A
USGS	04116000	1959-11-01	1340	A
USGS	04116000	1959-11-02	1120	A
USGS	04116000	1959-11-03	1210	A
USGS	04116000	1959-11-04	1450	A
USGS	04116000	1959-11-05	2720	A
USGS	04116000	1959-11-06	3040	A
USGS	04116000	1959-11-07	2910	A
USGS	04116000	1959-11-08	2760	A
USGS	04116000	1959-11-09	2410	A
USGS	04116000	1959-11-10	2230	A
USGS	04116000	1959-11-11	2090	A
USGS	04116000	1959-11-12	1970	A
USGS	04116000	1959-11-13	1680	A
USGS	04116000	1959-11-14	1970	A
USGS	04116000	1959-11-15	2530	A
USGS	04116000	1959-11-16	3070	A
USGS	04116000	1959-11-17	3160	A
USGS	04116000	1959-11-18	2980	A
USGS	04116000	1959-11-19	2530	A
USGS	04116000	1959-11-20	2390	A
USGS	04116000	1959-11-21	2390	A
USGS	04116000	1959-11-22	2170	A
USGS	04116000	1959-11-23	2200	A
USGS	04116000	1959-11-24	2250	A
USGS	04116000	1959-11-25	2530	A
USGS	04116000	1959-11-26	2330	A
USGS	04116000	1959-11-27	2440	A
USGS	04116000	1959-11-28	2260	A
USGS	04116000	1959-11-29	2150	A
USGS	04116000	1959-11-30	2030	A
USGS	04116000	1959-12-01	1990	A
USGS	04116000	1959-12-02	1880	A
USGS	04116000	1959-12-03	1740	A
USGS	04116000	1959-12-04	1730	A
USGS	04116000	1959-12-05	1790	A
USGS	04116000	1959-12-06	2050	A
USGS	04116000	1959-12-07	2270	A
USGS	04116000	1959-12-08	2330	A
USGS	04116000	1959-12-09	2290	A
USGS	04116000	1959-12-10	2100	A
USGS	04116000	1959-12-11	1990	A
USGS	04116000	1959-12-12	2570	A
USGS	04116000	1959-12-13	3110	A
USGS	04116000	1959-12-14	3410	A
USGS	04116000	1959-12-15	3220	A
USGS	04116000	1959-12-16	2950	A
USGS	04116000	1959-12-17	2740	A
USGS	04116000	1959-12-18	2680	A
USGS	04116000	1959-12-19	2540	A
USGS	04116000	1959-12-20	2320	A
USGS	04116000	1959-12-21	2030	A
USGS	04116000	1959-12-22	1920	A
USGS	04116000	1959-12-23	1820	A
USGS	04116000	1959-12-24	1610	A
USGS	04116000	1959-12-25	1590	A
USGS	04116000	1959-12-26	1640	A
USGS	04116000	1959-12-27	1540	A
USGS	04116000	1959-12-28	2150	A
USGS	04116000	1959-12-29	3270	A
USGS	04116000	1959-12-30	3300	A
USGS	04116000	1959-12-31	3130	A
USGS	04116000	1960-01-01	2850	A
USGS	04116000	1960-01-02	2740	A
USGS	04116000	1960-01-03	2720	A
USGS	04116000	1960-01-04	2570	A
USGS	04116000	1960-01-05	2280	A
USGS	04116000	1960-01-06	1700	A
USGS	04116000	1960-01-07	1500	A
USGS	04116000	1960-01-08	1800	A
USGS	04116000	1960-01-09	1800	A
USGS	04116000	1960-01-10	1900	A
USGS	04116000	1960-01-11	1900	A
USGS	04116000	1960-01-12	2820	A
USGS	04116000	1960-01-13	4510	A
USGS	04116000	1960-01-14	5640	A
USGS	04116000	1960-01-15	5980	A
USGS	04116000	1960-01-16	6170	A
USGS	04116000	1960-01-17	5870	A
USGS	04116000	1960-01-18	5350	A
USGS	04116000	1960-01-19	4640	A
USGS	04116000	1960-01-20	4090	A
USGS	04116000	1960-01-21	3800	A
USGS	04116000	1960-01-22	3220	A
USGS	04116000	1960-01-23	2960	A
USGS	04116000	1960-01-24	2930	A
USGS	04116000	1960-01-25	2810	A
USGS	04116000	1960-01-26	2420	A
USGS	04116000	1960-01-27	2380	A
USGS	04116000	1960-01-28	2630	A
USGS	04116000	1960-01-29	2430	A
USGS	04116000	1960-01-30	2230	A
USGS	04116000	1960-01-31	2140	A
USGS	04116000	1960-02-01	2120	A
USGS	04116000	1960-02-02	2080	A
USGS	04116000	1960-02-03	1900	A
USGS	04116000	1960-02-04	1680	A
USGS	04116000	1960-02-05	1790	A
USGS	04116000	1960-02-06	2140	A
USGS	04116000	1960-02-07	2900	A
USGS	04116000	1960-02-08	3520	A
USGS	04116000	1960-02-09	3600	A
USGS	04116000	1960-02-10	3560	A
USGS	04116000	1960-02-11	3880	A
USGS	04116000	1960-02-12	4000	A
USGS	04116000	1960-02-13	3770	A
USGS	04116000	1960-02-14	3350	A
USGS	04116000	1960-02-15	3090	A
USGS	04116000	1960-02-16	3050	A
USGS	04116000	1960-02-17	3070	A
USGS	04116000	1960-02-18	3050	A
USGS	04116000	1960-02-19	2810	A
USGS	04116000	1960-02-20	2650	A
USGS	04116000	1960-02-21	2440	A
USGS	04116000	1960-02-22	2330	A
USGS	04116000	1960-02-23	2170	A
USGS	04116000	1960-02-24	2000	A
USGS	04116000	1960-02-25	2000	A
USGS	04116000	1960-02-26	1760	A
USGS	04116000	1960-02-27	1640	A
USGS	04116000	1960-02-28	1680	A
USGS	04116000	1960-02-29	1610	A
USGS	04116000	1960-03-01	1590	A
USGS	04116000	1960-03-02	1640	A
USGS	04116000	1960-03-03	1390	A
USGS	04116000	1960-03-04	1490	A
USGS	04116000	1960-03-05	1470	A
USGS	04116000	1960-03-06	1320	A
USGS	04116000	1960-03-07	1440	A
USGS	04116000	1960-03-08	1440	A
USGS	04116000	1960-03-09	1290	A
USGS	04116000	1960-03-10	1270	A
USGS	04116000	1960-03-11	1260	A
USGS	04116000	1960-03-12	1300	A
USGS	04116000	1960-03-13	1300	A
USGS	04116000	1960-03-14	1310	A
USGS	04116000	1960-03-15	1270	A
USGS	04116000	1960-03-16	1120	A
USGS	04116000	1960-03-17	1240	A
USGS	04116000	1960-03-18	1150	A
USGS	04116000	1960-03-19	1220	A
USGS	04116000	1960-03-20	1210	A
USGS	04116000	1960-03-21	1230	A
USGS	04116000	1960-03-22	1310	A
USGS	04116000	1960-03-23	1250	A
USGS	04116000	1960-03-24	1340	A
USGS	04116000	1960-03-25	1290	A
USGS	04116000	1960-03-26	1260	A
USGS	04116000	1960-03-27	1520	A
USGS	04116000	1960-03-28	2760	A
USGS	04116000	1960-03-29	6320	A
USGS	04116000	1960-03-30	11700	A
USGS	04116000	1960-03-31	18600	A
USGS	04116000	1960-04-01	21300	A
USGS	04116000	1960-04-02	20200	A
USGS	04116000	1960-04-03	17700	A
USGS	04116000	1960-04-04	14900	A
USGS	04116000	1960-04-05	12300	A
USGS	04116000	1960-04-06	10200	A
USGS	04116000	1960-04-07	8700	A
USGS	04116000	1960-04-08	7660	A
USGS	04116000	1960-04-09	6890	A
USGS	04116000	1960-04-10	6320	A
USGS	04116000	1960-04-11	5550	A
USGS	04116000	1960-04-12	5100	A
USGS	04116000	1960-04-13	4740	A
USGS	04116000	1960-04-14	4300	A
USGS	04116000	1960-04-15	4060	A
USGS	04116000	1960-04-16	4360	A
USGS	04116000	1960-04-17	4720	A
USGS	04116000	1960-04-18	5140	A
USGS	04116000	1960-04-19	5140	A
USGS	04116000	1960-04-20	4860	A
USGS	04116000	1960-04-21	4390	A
USGS	04116000	1960-04-22	3990	A
USGS	04116000	1960-04-23	3650	A
USGS	04116000	1960-04-24	3360	A
USGS	04116000	1960-04-25	3300	A
USGS	04116000	1960-04-26	3960	A
USGS	04116000	1960-04-27	4350	A
USGS	04116000	1960-04-28	4070	A
USGS	04116000	1960-04-29	3730	A
USGS	04116000	1960-04-30	3430	A
USGS	04116000	1960-05-01	3290	A
USGS	04116000	1960-05-02	3110	A
USGS	04116000	1960-05-03	2880	A
USGS	04116000	1960-05-04	2800	A
USGS	04116000	1960-05-05	2410	A
USGS	04116000	1960-05-06	2380	A
USGS	04116000	1960-05-07	2580	A
USGS	04116000	1960-05-08	2760	A
USGS	04116000	1960-05-09	2580	A
USGS	04116000	1960-05-10	2590	A
USGS	04116000	1960-05-11	2560	A
USGS	04116000	1960-05-12	2660	A
USGS	04116000	1960-05-13	2600	A
USGS	04116000	1960-05-14	2500	A
USGS	04116000	1960-05-15	2460	A
USGS	04116000	1960-05-16	2300	A
USGS	04116000	1960-05-17	2260	A
USGS	04116000	1960-05-18	2350	A
USGS	04116000	1960-05-19	2290	A
USGS	04116000	1960-05-20	2170	A
USGS	04116000	1960-05-21	2390	A
USGS	04116000	1960-05-22	2350	A
USGS	04116000	1960-05-23	2610	A
USGS	04116000	1960-05-24	2370	A
USGS	04116000	1960-05-25	2440	A
USGS	04116000	1960-05-26	2180	A
USGS	04116000	1960-05-27	2080	A
USGS	04116000	1960-05-28	2890	A
USGS	04116000	1960-05-29	3110	A
USGS	04116000	1960-05-30	2930	A
USGS	04116000	1960-05-31	2680	A
USGS	04116000	1960-06-01	3040	A
USGS	04116000	1960-06-02	2220	A
USGS	04116000	1960-06-03	2050	A
USGS	04116000	1960-06-04	1930	A
USGS	04116000	1960-06-05	1640	A
USGS	04116000	1960-06-06	1580	A
USGS	04116000	1960-06-07	1530	A
USGS	04116000	1960-06-08	1360	A
USGS	04116000	1960-06-09	1140	A
USGS	04116000	1960-06-10	1150	A
USGS	04116000	1960-06-11	1100	A
USGS	04116000	1960-06-12	1030	A
USGS	04116000	1960-06-13	1010	A
USGS	04116000	1960-06-14	1140	A
USGS	04116000	1960-06-15	1340	A
USGS	04116000	1960-06-16	1710	A
USGS	04116000	1960-06-17	2080	A
USGS	04116000	1960-06-18	3010	A
USGS	04116000	1960-06-19	3230	A
USGS	04116000	1960-06-20	3110	A
USGS	04116000	1960-06-21	2750	A
USGS	04116000	1960-06-22	2420	A
USGS	04116000	1960-06-23	2320	A
USGS	04116000	1960-06-24	2180	A
USGS	04116000	1960-06-25	2170	A
USGS	04116000	1960-06-26	2030	A
USGS	04116000	1960-06-27	1820	A
USGS	04116000	1960-06-28	1840	A
USGS	04116000	1960-06-29	1680	A
USGS	04116000	1960-06-30	1460	A
USGS	04116000	1960-07-01	1410	A
USGS	04116000	1960-07-02	1420	A
USGS	04116000	1960-07-03	1300	A
USGS	04116000	1960-07-04	1330	A
USGS	04116000	1960-07-05	1370	A
USGS	04116000	1960-07-06	1170	A
USGS	04116000	1960-07-07	1340	A
USGS	04116000	1960-07-08	1280	A
USGS	04116000	1960-07-09	1240	A
USGS	04116000	1960-07-10	1210	A
USGS	04116000	1960-07-11	955	A
USGS	04116000	1960-07-12	930	A
USGS	04116000	1960-07-13	960	A
USGS	04116000	1960-07-14	970	A
USGS	04116000	1960-07-15	860	A
USGS	04116000	1960-07-16	740	A
USGS	04116000	1960-07-17	760	A
USGS	04116000	1960-07-18	762	A
USGS	04116000	1960-07-19	974	A
USGS	04116000	1960-07-20	971	A
USGS	04116000	1960-07-21	883	A
USGS	04116000	1960-07-22	725	A
USGS	04116000	1960-07-23	594	A
USGS	04116000	1960-07-24	830	A
USGS	04116000	1960-07-25	640	A
USGS	04116000	1960-07-26	726	A
USGS	04116000	1960-07-27	760	A
USGS	04116000	1960-07-28	910	A
USGS	04116000	1960-07-29	845	A
USGS	04116000	1960-07-30	682	A
USGS	04116000	1960-07-31	618	A
USGS	04116000	1960-08-01	614	A
USGS	04116000	1960-08-02	590	A
USGS	04116000	1960-08-03	640	A
USGS	04116000	1960-08-04	692	A
USGS	04116000	1960-08-05	920	A
USGS	04116000	1960-08-06	646	A
USGS	04116000	1960-08-07	750	A
USGS	04116000	1960-08-08	770	A
USGS	04116000	1960-08-09	671	A
USGS	04116000	1960-08-10	715	A
USGS	04116000	1960-08-11	780	A
USGS	04116000	1960-08-12	780	A
USGS	04116000	1960-08-13	745	A
USGS	04116000	1960-08-14	632	A
USGS	04116000	1960-08-15	651	A
USGS	04116000	1960-08-16	825	A
USGS	04116000	1960-08-17	604	A
USGS	04116000	1960-08-18	626	A
USGS	04116000	1960-08-19	636	A
USGS	04116000	1960-08-20	637	A
USGS	04116000	1960-08-21	825	A
USGS	04116000	1960-08-22	880	A
USGS	04116000	1960-08-23	930	A
USGS	04116000	1960-08-24	855	A
USGS	04116000	1960-08-25	770	A
USGS	04116000	1960-08-26	725	A
USGS	04116000	1960-08-27	700	A
USGS	04116000	1960-08-28	514	A
USGS	04116000	1960-08-29	500	A
USGS	04116000	1960-08-30	587	A
USGS	04116000	1960-08-31	505	A
USGS	04116000	1960-09-01	504	A
USGS	04116000	1960-09-02	496	A
USGS	04116000	1960-09-03	524	A
USGS	04116000	1960-09-04	433	A
USGS	04116000	1960-09-05	453	A
