# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-01-07 14:22:16 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04116000 GRAND RIVER AT IONIA, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04116000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	04116000	2002-07-11	872	A
USGS	04116000	2002-07-12	623	A
USGS	04116000	2002-07-13	604	A
USGS	04116000	2002-07-14	596	A
USGS	04116000	2002-07-15	528	A
USGS	04116000	2002-07-16	530	A
USGS	04116000	2002-07-17	512	A
USGS	04116000	2002-07-18	491	A
USGS	04116000	2002-07-19	474	A
USGS	04116000	2002-07-20	948	A
USGS	04116000	2002-07-21	528	A
USGS	04116000	2002-07-22	418	A
USGS	04116000	2002-07-23	499	A
USGS	04116000	2002-07-24	423	A
USGS	04116000	2002-07-25	490	A
USGS	04116000	2002-07-26	632	A
USGS	04116000	2002-07-27	725	A
USGS	04116000	2002-07-28	765	A
USGS	04116000	2002-07-29	839	A
USGS	04116000	2002-07-30	1110	A
USGS	04116000	2002-07-31	1400	A
USGS	04116000	2002-08-01	1140	A
USGS	04116000	2002-08-02	997	A
USGS	04116000	2002-08-03	959	A
USGS	04116000	2002-08-04	765	A
USGS	04116000	2002-08-05	637	A
USGS	04116000	2002-08-06	668	A
USGS	04116000	2002-08-07	527	A
USGS	04116000	2002-08-08	501	A
USGS	04116000	2002-08-09	430	A
USGS	04116000	2002-08-10	556	A
USGS	04116000	2002-08-11	476	A
USGS	04116000	2002-08-12	413	A
USGS	04116000	2002-08-13	486	A
USGS	04116000	2002-08-14	522	A
USGS	04116000	2002-08-15	580	A
USGS	04116000	2002-08-16	570	A
USGS	04116000	2002-08-17	560	A
USGS	04116000	2002-08-18	559	A
USGS	04116000	2002-08-19	601	A
USGS	04116000	2002-08-20	643	A
USGS	04116000	2002-08-21	591	A
USGS	04116000	2002-08-22	610	A
USGS	04116000	2002-08-23	559	A
USGS	04116000	2002-08-24	617	A
USGS	04116000	2002-08-25	668	A
USGS	04116000	2002-08-26	651	A
USGS	04116000	2002-08-27	630	A
USGS	04116000	2002-08-28	650	A
USGS	04116000	2002-08-29	654	A
USGS	04116000	2002-08-30	583	A
USGS	04116000	2002-08-31	508	A
USGS	04116000	2002-09-01	398	A
USGS	04116000	2002-09-02	474	A
USGS	04116000	2002-09-03	388	A
USGS	04116000	2002-09-04	470	A
USGS	04116000	2002-09-05	373	A
USGS	04116000	2002-09-06	374	A
USGS	04116000	2002-09-07	391	A
USGS	04116000	2002-09-08	386	A
USGS	04116000	2002-09-09	388	A
USGS	04116000	2002-09-10	397	A
USGS	04116000	2002-09-11	370	A
USGS	04116000	2002-09-12	327	A
USGS	04116000	2002-09-13	376	A
USGS	04116000	2002-09-14	388	A
USGS	04116000	2002-09-15	331	A
USGS	04116000	2002-09-16	359	A
USGS	04116000	2002-09-17	314	A
USGS	04116000	2002-09-18	361	A
USGS	04116000	2002-09-19	432	A
USGS	04116000	2002-09-20	380	A
USGS	04116000	2002-09-21	653	A
USGS	04116000	2002-09-22	597	A
USGS	04116000	2002-09-23	425	A
USGS	04116000	2002-09-24	472	A
USGS	04116000	2002-09-25	492	A
USGS	04116000	2002-09-26	447	A
USGS	04116000	2002-09-27	394	A
USGS	04116000	2002-09-28	334	A
USGS	04116000	2002-09-29	414	A
USGS	04116000	2002-09-30	368	A
USGS	04116000	2002-10-01	404	A
USGS	04116000	2002-10-02	413	A
USGS	04116000	2002-10-03	352	A
USGS	04116000	2002-10-04	439	A
USGS	04116000	2002-10-05	509	A
USGS	04116000	2002-10-06	586	A
USGS	04116000	2002-10-07	516	A
USGS	04116000	2002-10-08	447	A
USGS	04116000	2002-10-09	527	A
USGS	04116000	2002-10-10	449	A
USGS	04116000	2002-10-11	465	A
USGS	04116000	2002-10-12	440	A
USGS	04116000	2002-10-13	418	A
USGS	04116000	2002-10-14	439	A
USGS	04116000	2002-10-15	506	A
USGS	04116000	2002-10-16	427	A
USGS	04116000	2002-10-17	469	A
USGS	04116000	2002-10-18	440	A
USGS	04116000	2002-10-19	517	A
USGS	04116000	2002-10-20	429	A
USGS	04116000	2002-10-21	431	A
USGS	04116000	2002-10-22	453	A
USGS	04116000	2002-10-23	498	A
USGS	04116000	2002-10-24	536	A
USGS	04116000	2002-10-25	528	A
USGS	04116000	2002-10-26	419	A
USGS	04116000	2002-10-27	536	A
USGS	04116000	2002-10-28	517	A
USGS	04116000	2002-10-29	443	A
USGS	04116000	2002-10-30	559	A
USGS	04116000	2002-10-31	503	A
USGS	04116000	2002-11-01	514	A
USGS	04116000	2002-11-02	454	A
USGS	04116000	2002-11-03	552	A
USGS	04116000	2002-11-04	512	A
USGS	04116000	2002-11-05	536	A
USGS	04116000	2002-11-06	506	A
USGS	04116000	2002-11-07	536	A
USGS	04116000	2002-11-08	523	A
USGS	04116000	2002-11-09	518	A
USGS	04116000	2002-11-10	678	A
USGS	04116000	2002-11-11	718	A
USGS	04116000	2002-11-12	826	A
USGS	04116000	2002-11-13	706	A
USGS	04116000	2002-11-14	675	A
USGS	04116000	2002-11-15	664	A
USGS	04116000	2002-11-16	620	A
USGS	04116000	2002-11-17	665	A
USGS	04116000	2002-11-18	627	A
USGS	04116000	2002-11-19	664	A
USGS	04116000	2002-11-20	615	A
USGS	04116000	2002-11-21	660	A
USGS	04116000	2002-11-22	612	A
USGS	04116000	2002-11-23	654	A
USGS	04116000	2002-11-24	644	A
USGS	04116000	2002-11-25	659	A
USGS	04116000	2002-11-26	656	A
USGS	04116000	2002-11-27	656	A
USGS	04116000	2002-11-28	678	A
USGS	04116000	2002-11-29	618	A
USGS	04116000	2002-11-30	537	A
USGS	04116000	2002-12-01	501	A
USGS	04116000	2002-12-02	638	A
USGS	04116000	2002-12-03	638	A
USGS	04116000	2002-12-04	410	A
USGS	04116000	2002-12-05	580	A
USGS	04116000	2002-12-06	665	A
USGS	04116000	2002-12-07	608	A
USGS	04116000	2002-12-08	602	A
USGS	04116000	2002-12-09	599	A
USGS	04116000	2002-12-10	573	A
USGS	04116000	2002-12-11	568	A
USGS	04116000	2002-12-12	569	A
USGS	04116000	2002-12-13	553	A
USGS	04116000	2002-12-14	527	A
USGS	04116000	2002-12-15	535	A
USGS	04116000	2002-12-16	525	A
USGS	04116000	2002-12-17	510	A
USGS	04116000	2002-12-18	566	A
USGS	04116000	2002-12-19	687	A
USGS	04116000	2002-12-20	759	A
USGS	04116000	2002-12-21	869	A
USGS	04116000	2002-12-22	848	A
USGS	04116000	2002-12-23	802	A
USGS	04116000	2002-12-24	766	A
USGS	04116000	2002-12-25	728	A
USGS	04116000	2002-12-26	712	A
USGS	04116000	2002-12-27	627	A
USGS	04116000	2002-12-28	628	A
USGS	04116000	2002-12-29	626	A
USGS	04116000	2002-12-30	700	A
USGS	04116000	2002-12-31	743	A
USGS	04116000	2003-01-01	688	A
USGS	04116000	2003-01-02	778	A
USGS	04116000	2003-01-03	761	A
USGS	04116000	2003-01-04	723	A
USGS	04116000	2003-01-05	687	A
USGS	04116000	2003-01-06	657	A
USGS	04116000	2003-01-07	698	A
USGS	04116000	2003-01-08	694	A
USGS	04116000	2003-01-09	612	A
USGS	04116000	2003-01-10	622	A
USGS	04116000	2003-01-11	770	A:e
USGS	04116000	2003-01-12	600	A:e
USGS	04116000	2003-01-13	500	A:e
USGS	04116000	2003-01-14	560	A:e
USGS	04116000	2003-01-15	600	A:e
USGS	04116000	2003-01-16	540	A:e
USGS	04116000	2003-01-17	500	A:e
USGS	04116000	2003-01-18	650	A:e
USGS	04116000	2003-01-19	720	A:e
USGS	04116000	2003-01-20	560	A:e
USGS	04116000	2003-01-21	530	A:e
USGS	04116000	2003-01-22	500	A:e
USGS	04116000	2003-01-23	430	A:e
USGS	04116000	2003-01-24	410	A:e
USGS	04116000	2003-01-25	470	A:e
USGS	04116000	2003-01-26	460	A:e
USGS	04116000	2003-01-27	520	A:e
USGS	04116000	2003-01-28	480	A:e
USGS	04116000	2003-01-29	430	A:e
USGS	04116000	2003-01-30	400	A:e
USGS	04116000	2003-01-31	470	A:e
USGS	04116000	2003-02-01	400	A:e
USGS	04116000	2003-02-02	420	A:e
USGS	04116000	2003-02-03	450	A:e
USGS	04116000	2003-02-04	500	A:e
USGS	04116000	2003-02-05	680	A:e
USGS	04116000	2003-02-06	720	A:e
USGS	04116000	2003-02-07	720	A:e
USGS	04116000	2003-02-08	680	A:e
USGS	04116000	2003-02-09	580	A:e
USGS	04116000	2003-02-10	560	A:e
USGS	04116000	2003-02-11	470	A:e
USGS	04116000	2003-02-12	510	A:e
USGS	04116000	2003-02-13	540	A:e
USGS	04116000	2003-02-14	500	A:e
USGS	04116000	2003-02-15	490	A:e
USGS	04116000	2003-02-16	480	A:e
USGS	04116000	2003-02-17	470	A:e
USGS	04116000	2003-02-18	470	A:e
USGS	04116000	2003-02-19	470	A:e
USGS	04116000	2003-02-20	470	A:e
USGS	04116000	2003-02-21	480	A:e
USGS	04116000	2003-02-22	490	A:e
USGS	04116000	2003-02-23	560	A:e
USGS	04116000	2003-02-24	520	A:e
USGS	04116000	2003-02-25	500	A:e
USGS	04116000	2003-02-26	500	A:e
USGS	04116000	2003-02-27	490	A:e
USGS	04116000	2003-02-28	480	A:e
USGS	04116000	2003-03-01	490	A:e
USGS	04116000	2003-03-02	520	A:e
USGS	04116000	2003-03-03	500	A:e
USGS	04116000	2003-03-04	490	A:e
USGS	04116000	2003-03-05	480	A:e
USGS	04116000	2003-03-06	480	A:e
USGS	04116000	2003-03-07	480	A:e
USGS	04116000	2003-03-08	480	A:e
USGS	04116000	2003-03-09	500	A:e
USGS	04116000	2003-03-10	540	A:e
USGS	04116000	2003-03-11	510	A:e
USGS	04116000	2003-03-12	500	A:e
USGS	04116000	2003-03-13	600	A:e
USGS	04116000	2003-03-14	800	A:e
USGS	04116000	2003-03-15	1100	A:e
USGS	04116000	2003-03-16	2240	A
USGS	04116000	2003-03-17	4020	A
USGS	04116000	2003-03-18	3520	A
USGS	04116000	2003-03-19	3310	A
USGS	04116000	2003-03-20	3230	A
USGS	04116000	2003-03-21	3150	A
USGS	04116000	2003-03-22	2830	A
USGS	04116000	2003-03-23	2550	A
USGS	04116000	2003-03-24	2460	A
USGS	04116000	2003-03-25	2300	A
USGS	04116000	2003-03-26	2290	A
USGS	04116000	2003-03-27	2120	A
USGS	04116000	2003-03-28	2010	A
USGS	04116000	2003-03-29	2210	A
USGS	04116000	2003-03-30	2390	A
USGS	04116000	2003-03-31	2260	A
USGS	04116000	2003-04-01	2300	A
USGS	04116000	2003-04-02	2090	A
USGS	04116000	2003-04-03	1990	A
USGS	04116000	2003-04-04	2260	A
USGS	04116000	2003-04-05	4240	A
USGS	04116000	2003-04-06	4960	A
USGS	04116000	2003-04-07	4730	A
USGS	04116000	2003-04-08	4250	A
USGS	04116000	2003-04-09	3730	A
USGS	04116000	2003-04-10	3400	A
USGS	04116000	2003-04-11	3290	A
USGS	04116000	2003-04-12	3150	A
USGS	04116000	2003-04-13	2960	A
USGS	04116000	2003-04-14	2820	A
USGS	04116000	2003-04-15	2640	A
USGS	04116000	2003-04-16	2540	A
USGS	04116000	2003-04-17	2300	A
USGS	04116000	2003-04-18	2210	A
USGS	04116000	2003-04-19	2100	A
USGS	04116000	2003-04-20	1950	A
USGS	04116000	2003-04-21	1960	A
USGS	04116000	2003-04-22	1870	A
USGS	04116000	2003-04-23	1700	A
USGS	04116000	2003-04-24	1660	A
USGS	04116000	2003-04-25	1550	A
USGS	04116000	2003-04-26	1440	A
USGS	04116000	2003-04-27	1360	A
USGS	04116000	2003-04-28	1290	A
USGS	04116000	2003-04-29	1230	A
USGS	04116000	2003-04-30	1160	A
USGS	04116000	2003-05-01	1790	A
USGS	04116000	2003-05-02	2700	A
USGS	04116000	2003-05-03	2810	A
USGS	04116000	2003-05-04	2680	A
USGS	04116000	2003-05-05	2800	A
USGS	04116000	2003-05-06	2800	A
USGS	04116000	2003-05-07	2780	A
USGS	04116000	2003-05-08	2680	A
USGS	04116000	2003-05-09	2650	A
USGS	04116000	2003-05-10	2750	A
USGS	04116000	2003-05-11	2970	A
USGS	04116000	2003-05-12	3380	A
USGS	04116000	2003-05-13	3560	A
USGS	04116000	2003-05-14	3360	A
USGS	04116000	2003-05-15	3250	A
USGS	04116000	2003-05-16	3150	A
USGS	04116000	2003-05-17	3000	A
USGS	04116000	2003-05-18	2820	A
USGS	04116000	2003-05-19	2660	A
USGS	04116000	2003-05-20	2590	A
USGS	04116000	2003-05-21	2380	A
USGS	04116000	2003-05-22	2320	A
USGS	04116000	2003-05-23	1950	A
USGS	04116000	2003-05-24	1890	A
USGS	04116000	2003-05-25	1900	A
USGS	04116000	2003-05-26	1750	A
USGS	04116000	2003-05-27	1630	A
USGS	04116000	2003-05-28	1480	A
USGS	04116000	2003-05-29	1410	A
USGS	04116000	2003-05-30	1300	A
USGS	04116000	2003-05-31	1340	A
USGS	04116000	2003-06-01	1430	A
USGS	04116000	2003-06-02	1370	A
USGS	04116000	2003-06-03	1200	A
USGS	04116000	2003-06-04	1310	A
USGS	04116000	2003-06-05	1290	A
USGS	04116000	2003-06-06	1150	A
USGS	04116000	2003-06-07	1120	A
USGS	04116000	2003-06-08	1100	A
USGS	04116000	2003-06-09	1150	A
USGS	04116000	2003-06-10	1470	A
USGS	04116000	2003-06-11	1470	A
USGS	04116000	2003-06-12	1410	A
USGS	04116000	2003-06-13	1390	A
USGS	04116000	2003-06-14	1260	A
USGS	04116000	2003-06-15	1000	A
USGS	04116000	2003-06-16	1090	A
USGS	04116000	2003-06-17	1050	A
USGS	04116000	2003-06-18	912	A
USGS	04116000	2003-06-19	826	A
USGS	04116000	2003-06-20	773	A
USGS	04116000	2003-06-21	748	A
USGS	04116000	2003-06-22	852	A
USGS	04116000	2003-06-23	840	A
USGS	04116000	2003-06-24	807	A
USGS	04116000	2003-06-25	636	A
USGS	04116000	2003-06-26	528	A
USGS	04116000	2003-06-27	678	A
USGS	04116000	2003-06-28	788	A
USGS	04116000	2003-06-29	677	A
USGS	04116000	2003-06-30	617	A
USGS	04116000	2003-07-01	617	A
USGS	04116000	2003-07-02	566	A
USGS	04116000	2003-07-03	539	A
USGS	04116000	2003-07-04	526	A
USGS	04116000	2003-07-05	533	A
USGS	04116000	2003-07-06	550	A
USGS	04116000	2003-07-07	664	A
USGS	04116000	2003-07-08	661	A
USGS	04116000	2003-07-09	658	A
USGS	04116000	2003-07-10	556	A
USGS	04116000	2003-07-11	567	A
USGS	04116000	2003-07-12	608	A
USGS	04116000	2003-07-13	635	A
USGS	04116000	2003-07-14	532	A
USGS	04116000	2003-07-15	516	A
USGS	04116000	2003-07-16	476	A
USGS	04116000	2003-07-17	365	A
USGS	04116000	2003-07-18	439	A
USGS	04116000	2003-07-19	434	A
USGS	04116000	2003-07-20	436	A
USGS	04116000	2003-07-21	505	A
USGS	04116000	2003-07-22	478	A
USGS	04116000	2003-07-23	473	A
USGS	04116000	2003-07-24	448	A
USGS	04116000	2003-07-25	460	A
USGS	04116000	2003-07-26	503	A
USGS	04116000	2003-07-27	487	A
USGS	04116000	2003-07-28	342	A
USGS	04116000	2003-07-29	366	A
USGS	04116000	2003-07-30	389	A
USGS	04116000	2003-07-31	348	A
USGS	04116000	2003-08-01	334	A
USGS	04116000	2003-08-02	347	A
USGS	04116000	2003-08-03	361	A
USGS	04116000	2003-08-04	450	A
USGS	04116000	2003-08-05	435	A
USGS	04116000	2003-08-06	461	A
USGS	04116000	2003-08-07	533	A
USGS	04116000	2003-08-08	525	A
USGS	04116000	2003-08-09	439	A
USGS	04116000	2003-08-10	443	A
USGS	04116000	2003-08-11	394	A
USGS	04116000	2003-08-12	416	A
USGS	04116000	2003-08-13	439	A
USGS	04116000	2003-08-14	412	A
USGS	04116000	2003-08-15	367	A
USGS	04116000	2003-08-16	318	A
USGS	04116000	2003-08-17	423	A
USGS	04116000	2003-08-18	575	A
USGS	04116000	2003-08-19	490	A
USGS	04116000	2003-08-20	431	A
USGS	04116000	2003-08-21	331	A
USGS	04116000	2003-08-22	353	A
USGS	04116000	2003-08-23	330	A
USGS	04116000	2003-08-24	324	A
USGS	04116000	2003-08-25	341	A
USGS	04116000	2003-08-26	383	A
USGS	04116000	2003-08-27	416	A
USGS	04116000	2003-08-28	382	A
USGS	04116000	2003-08-29	449	A
USGS	04116000	2003-08-30	399	A
USGS	04116000	2003-08-31	270	A
USGS	04116000	2003-09-01	344	A
USGS	04116000	2003-09-02	415	A
USGS	04116000	2003-09-03	316	A
USGS	04116000	2003-09-04	350	A
USGS	04116000	2003-09-05	351	A
USGS	04116000	2003-09-06	314	A
USGS	04116000	2003-09-07	319	A
USGS	04116000	2003-09-08	344	A
USGS	04116000	2003-09-09	339	A
USGS	04116000	2003-09-10	335	A
USGS	04116000	2003-09-11	337	A
USGS	04116000	2003-09-12	321	A
USGS	04116000	2003-09-13	319	A
USGS	04116000	2003-09-14	298	A
USGS	04116000	2003-09-15	307	A
USGS	04116000	2003-09-16	327	A
USGS	04116000	2003-09-17	329	A
USGS	04116000	2003-09-18	322	A
USGS	04116000	2003-09-19	307	A
USGS	04116000	2003-09-20	315	A
USGS	04116000	2003-09-21	250	A
USGS	04116000	2003-09-22	360	A
USGS	04116000	2003-09-23	469	A
USGS	04116000	2003-09-24	446	A
USGS	04116000	2003-09-25	540	A
USGS	04116000	2003-09-26	536	A
USGS	04116000	2003-09-27	618	A
USGS	04116000	2003-09-28	556	A
USGS	04116000	2003-09-29	552	A
USGS	04116000	2003-09-30	547	A
USGS	04116000	2003-10-01	595	A
USGS	04116000	2003-10-02	415	A
USGS	04116000	2003-10-03	498	A
USGS	04116000	2003-10-04	506	A
USGS	04116000	2003-10-05	492	A
USGS	04116000	2003-10-06	453	A
USGS	04116000	2003-10-07	488	A
USGS	04116000	2003-10-08	438	A
USGS	04116000	2003-10-09	424	A
USGS	04116000	2003-10-10	392	A
USGS	04116000	2003-10-11	506	A
USGS	04116000	2003-10-12	374	A
USGS	04116000	2003-10-13	433	A
USGS	04116000	2003-10-14	423	A
USGS	04116000	2003-10-15	502	A
USGS	04116000	2003-10-16	583	A
USGS	04116000	2003-10-17	608	A
USGS	04116000	2003-10-18	535	A
USGS	04116000	2003-10-19	614	A
USGS	04116000	2003-10-20	674	A
USGS	04116000	2003-10-21	606	A
USGS	04116000	2003-10-22	516	A
USGS	04116000	2003-10-23	557	A
USGS	04116000	2003-10-24	505	A
USGS	04116000	2003-10-25	530	A
USGS	04116000	2003-10-26	532	A
USGS	04116000	2003-10-27	565	A
USGS	04116000	2003-10-28	634	A
USGS	04116000	2003-10-29	532	A
USGS	04116000	2003-10-30	559	A
USGS	04116000	2003-10-31	580	A
USGS	04116000	2003-11-01	536	A
USGS	04116000	2003-11-02	871	A
USGS	04116000	2003-11-03	1460	A
USGS	04116000	2003-11-04	1800	A
USGS	04116000	2003-11-05	1980	A
USGS	04116000	2003-11-06	2060	A
USGS	04116000	2003-11-07	1890	A
USGS	04116000	2003-11-08	1560	A
USGS	04116000	2003-11-09	1440	A
USGS	04116000	2003-11-10	1130	A
USGS	04116000	2003-11-11	1310	A
USGS	04116000	2003-11-12	1110	A
USGS	04116000	2003-11-13	1140	A
USGS	04116000	2003-11-14	1010	A
USGS	04116000	2003-11-15	965	A
USGS	04116000	2003-11-16	897	A
USGS	04116000	2003-11-17	950	A
USGS	04116000	2003-11-18	991	A
USGS	04116000	2003-11-19	1730	A
USGS	04116000	2003-11-20	2560	A
USGS	04116000	2003-11-21	2270	A
USGS	04116000	2003-11-22	2200	A
USGS	04116000	2003-11-23	2040	A
USGS	04116000	2003-11-24	2260	A
USGS	04116000	2003-11-25	2630	A
USGS	04116000	2003-11-26	2360	A
USGS	04116000	2003-11-27	2190	A
USGS	04116000	2003-11-28	2010	A
USGS	04116000	2003-11-29	1940	A
USGS	04116000	2003-11-30	1810	A
USGS	04116000	2003-12-01	1740	A
USGS	04116000	2003-12-02	1640	A
USGS	04116000	2003-12-03	1920	A
USGS	04116000	2003-12-04	1110	A
USGS	04116000	2003-12-05	1160	A
USGS	04116000	2003-12-06	1290	A
USGS	04116000	2003-12-07	1110	A
USGS	04116000	2003-12-08	1080	A
USGS	04116000	2003-12-09	1070	A
USGS	04116000	2003-12-10	1110	A
USGS	04116000	2003-12-11	1160	A
USGS	04116000	2003-12-12	1170	A
USGS	04116000	2003-12-13	1120	A
USGS	04116000	2003-12-14	1270	A
USGS	04116000	2003-12-15	1180	A
USGS	04116000	2003-12-16	1130	A
USGS	04116000	2003-12-17	1240	A
USGS	04116000	2003-12-18	1140	A
USGS	04116000	2003-12-19	1100	A
USGS	04116000	2003-12-20	998	A
USGS	04116000	2003-12-21	1040	A
USGS	04116000	2003-12-22	1020	A
USGS	04116000	2003-12-23	991	A
USGS	04116000	2003-12-24	1080	A
USGS	04116000	2003-12-25	1270	A
USGS	04116000	2003-12-26	1370	A
USGS	04116000	2003-12-27	1480	A
USGS	04116000	2003-12-28	1420	A
USGS	04116000	2003-12-29	1560	A
USGS	04116000	2003-12-30	1790	A
USGS	04116000	2003-12-31	2180	A
USGS	04116000	2004-01-01	2280	A
USGS	04116000	2004-01-02	2400	A
USGS	04116000	2004-01-03	2320	A
USGS	04116000	2004-01-04	2210	A
USGS	04116000	2004-01-05	2150	A
USGS	04116000	2004-01-06	2120	A
USGS	04116000	2004-01-07	1860	A
USGS	04116000	2004-01-08	1560	A
USGS	04116000	2004-01-09	1330	A:e
USGS	04116000	2004-01-10	1250	A:e
USGS	04116000	2004-01-11	1330	A:e
USGS	04116000	2004-01-12	1460	A:e
USGS	04116000	2004-01-13	1610	A:e
USGS	04116000	2004-01-14	1130	A:e
USGS	04116000	2004-01-15	1160	A:e
USGS	04116000	2004-01-16	1160	A:e
USGS	04116000	2004-01-17	1030	A:e
USGS	04116000	2004-01-18	1070	A:e
USGS	04116000	2004-01-19	1100	A:e
USGS	04116000	2004-01-20	1100	A:e
USGS	04116000	2004-01-21	1030	A:e
USGS	04116000	2004-01-22	973	A:e
USGS	04116000	2004-01-23	934	A:e
USGS	04116000	2004-01-24	973	A:e
USGS	04116000	2004-01-25	973	A:e
USGS	04116000	2004-01-26	973	A:e
USGS	04116000	2004-01-27	973	A:e
USGS	04116000	2004-01-28	934	A:e
USGS	04116000	2004-01-29	973	A:e
USGS	04116000	2004-01-30	973	A:e
USGS	04116000	2004-01-31	946	A:e
USGS	04116000	2004-02-01	973	A:e
USGS	04116000	2004-02-02	973	A:e
USGS	04116000	2004-02-03	973	A:e
USGS	04116000	2004-02-04	973	A:e
USGS	04116000	2004-02-05	973	A:e
USGS	04116000	2004-02-06	946	A:e
USGS	04116000	2004-02-07	973	A:e
USGS	04116000	2004-02-08	1000	A:e
USGS	04116000	2004-02-09	994	A:e
USGS	04116000	2004-02-10	1030	A:e
USGS	04116000	2004-02-11	958	A:e
USGS	04116000	2004-02-12	1010	A:e
USGS	04116000	2004-02-13	1030	A:e
USGS	04116000	2004-02-14	1030	A:e
USGS	04116000	2004-02-15	982	A:e
USGS	04116000	2004-02-16	848	A:e
USGS	04116000	2004-02-17	911	A:e
USGS	04116000	2004-02-18	817	A:e
USGS	04116000	2004-02-19	898	A:e
USGS	04116000	2004-02-20	1000	A:e
USGS	04116000	2004-02-21	1000	A:e
USGS	04116000	2004-02-22	1100	A:e
USGS	04116000	2004-02-23	1340	A:e
USGS	04116000	2004-02-24	1350	A:e
USGS	04116000	2004-02-25	1470	A:e
USGS	04116000	2004-02-26	1500	A:e
USGS	04116000	2004-02-27	1500	A:e
USGS	04116000	2004-02-28	1470	A:e
USGS	04116000	2004-02-29	1710	A:e
USGS	04116000	2004-03-01	2240	A
USGS	04116000	2004-03-02	4170	A
USGS	04116000	2004-03-03	5820	A
USGS	04116000	2004-03-04	5960	A
USGS	04116000	2004-03-05	6860	A
USGS	04116000	2004-03-06	10200	A
USGS	04116000	2004-03-07	11500	A
USGS	04116000	2004-03-08	10800	A
USGS	04116000	2004-03-09	9470	A
USGS	04116000	2004-03-10	8060	A
USGS	04116000	2004-03-11	6890	A
USGS	04116000	2004-03-12	6030	A
USGS	04116000	2004-03-13	5320	A
USGS	04116000	2004-03-14	4710	A
USGS	04116000	2004-03-15	4260	A
USGS	04116000	2004-03-16	3820	A
USGS	04116000	2004-03-17	3530	A
USGS	04116000	2004-03-18	3310	A
USGS	04116000	2004-03-19	3120	A
USGS	04116000	2004-03-20	3010	A
USGS	04116000	2004-03-21	3150	A
USGS	04116000	2004-03-22	3040	A
USGS	04116000	2004-03-23	2910	A
USGS	04116000	2004-03-24	2860	A
USGS	04116000	2004-03-25	2890	A
USGS	04116000	2004-03-26	3290	A
USGS	04116000	2004-03-27	3830	A
USGS	04116000	2004-03-28	3770	A
USGS	04116000	2004-03-29	3650	A
USGS	04116000	2004-03-30	3450	A
USGS	04116000	2004-03-31	3290	A
USGS	04116000	2004-04-01	3160	A
USGS	04116000	2004-04-02	2890	A
USGS	04116000	2004-04-03	2770	A
USGS	04116000	2004-04-04	2670	A
USGS	04116000	2004-04-05	2490	A
USGS	04116000	2004-04-06	2430	A
USGS	04116000	2004-04-07	2280	A
USGS	04116000	2004-04-08	2190	A
USGS	04116000	2004-04-09	2150	A
USGS	04116000	2004-04-10	2030	A
USGS	04116000	2004-04-11	1950	A
USGS	04116000	2004-04-12	1820	A
USGS	04116000	2004-04-13	1730	A
USGS	04116000	2004-04-14	1660	A
USGS	04116000	2004-04-15	1560	A
USGS	04116000	2004-04-16	1510	A
USGS	04116000	2004-04-17	1470	A
USGS	04116000	2004-04-18	1440	A
USGS	04116000	2004-04-19	1330	A
USGS	04116000	2004-04-20	1240	A
USGS	04116000	2004-04-21	1280	A
USGS	04116000	2004-04-22	1250	A
USGS	04116000	2004-04-23	1180	A
USGS	04116000	2004-04-24	1080	A
USGS	04116000	2004-04-25	1160	A
USGS	04116000	2004-04-26	1270	A
USGS	04116000	2004-04-27	1250	A
USGS	04116000	2004-04-28	1170	A
USGS	04116000	2004-04-29	1140	A
USGS	04116000	2004-04-30	1140	A
USGS	04116000	2004-05-01	1190	A
USGS	04116000	2004-05-02	1390	A
USGS	04116000	2004-05-03	1780	A
USGS	04116000	2004-05-04	1800	A
USGS	04116000	2004-05-05	1850	A
USGS	04116000	2004-05-06	1730	A
USGS	04116000	2004-05-07	1600	A
USGS	04116000	2004-05-08	1590	A
USGS	04116000	2004-05-09	2080	A
USGS	04116000	2004-05-10	4360	A
USGS	04116000	2004-05-11	6350	A
USGS	04116000	2004-05-12	7300	A
USGS	04116000	2004-05-13	7080	A
USGS	04116000	2004-05-14	6880	A
USGS	04116000	2004-05-15	7560	A
USGS	04116000	2004-05-16	7510	A
USGS	04116000	2004-05-17	6780	A
USGS	04116000	2004-05-18	6140	A
USGS	04116000	2004-05-19	5840	A
USGS	04116000	2004-05-20	5400	A
USGS	04116000	2004-05-21	5650	A
USGS	04116000	2004-05-22	10000	A
USGS	04116000	2004-05-23	14000	A
USGS	04116000	2004-05-24	18200	A
